0,0232
0,0262841314952882
0,029413772354624
0,0325895941129985
0,0358122782145555
0,039082516158811
0,0424010096490298
0,0457684707427916
0,0491856220047796
0,0526531966618223
0,0561719387602244
0,0597426033254183
0,0633659565239723
0,0670427758279885
0,070773850181927
0,0745599801718919
0,0784019781974151
0,0823006686457746
0,0862568880688858
0,0902714853628025
0,0943453219498662
0,0984792719635444
0,102674222435995
0,1069310734884
0,111250738524104
0,115634144424611
0,120082231748462
0,124595954933056
0,129176282499445
0,133824197260152
0,138540696530057
0,143326792340393
0,148183511655898
0,153111896595176
0,158113004654304
0,163187908933747
0,16833769836861
0,173563477962297
0,178866369023612
0,184247509407365
0,18970805375852
0,195249173759952
0,20087205838386
0,206577914146884
0,212367965368993
0,218243454436188
0,224205642067088
0,230255807583441
0,236395249184634
0,242625284226251
0,24894724950274
0,255362501534254
0,261872416857721
0,268478392322212
0,275181845388667
0,281984214434044
0,288886959059951
0,295891560405841
0,302999521466824
0,310212367416163
0,317531645932541
0,324958927532146
0,332495805905661
0,34014389826023
0,347904845666462
0,355780313410559
0,363771991351647
0,371881594284367
0,380110862306824
0,388461561193968
0,396935482776477
0,405534445325234
0,414260293941482
0,423114900952731
0,432100166314503
0,441218018018018
0,450470412503883
0,45985933508189
0,469386800357013
0,479054852661684
0,488865566494451
0,498821046965107
0,508923430246393
0,519174884032357
0,529577608003485
0,540133834298691
0,550845827994273
0,561715887589935
0,572746345501984
0,583939568563799
0,595297958533694
0,606823952610263
0,618520023955342
0,630388682224675
0,642432474106426
0,654653983867617
0,667055833908651
0,679640685326003
0,692411238483217
0,705370233590331
0,718520451291852
0,731864713263405
0,745405882817186
0,759146865516351
0,773090609798473
0,787240107608189
0,801598395039197
0,816168552985712
0,830953707803545
0,845957031980931
0,86118174481926
0,876631113123848
0,892308451904908
0,908217125088854
0,924360546240112
0,940742179293577
0,957365539297875
0,974234193169599
0,991351760458671
1,008721914125
1,02634838132658
1,04423494421928
1,06238544076834
1,08080376557192
1,09949387069677
1,11845976652624
1,13770552262078
1,15723526859118
